Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,178887,183871,2019-01-06 21:37:01 EST,43471,0.900706019,Link,279,186,10,50,1,20,2,1,9,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/2150278608357740,Physical inspection by Customs Officers in Lautoka discovered surplus and undeclared goods found in a container. The goods were shipped from China and was consigned to a newly established family supermarket. Preliminary findings indicate that overseas family members of the importer assisted in purchasing and packing the extra goods.,http://fijisun.com.fj/2019/01/07/frcs-officers-intercept-smuggled-goods/,,,FRCS Officers Intercept Smuggled Goods | Fiji Sun,Officers from the Revenue and Customs intercepted goods that were smuggled into the country last week. Physical inspection by Customs Officers in Lautoka discovered surplus and undeclared goods found in...,,,,279,-1.67
Solomon Star News,solomonstarnews,1.0005E+14,MEDIA_NEWS_COMPANY,AU,"Welcome to the Solomon Islands official news portal where we publish news, events and stories for ou",42137.275,31582,33277,2021-08-28 07:43:33 EDT,44436,0.321909722,Link,277,128,53,10,1,54,23,5,3,0,,-,0,0,0,N/A,https://www.facebook.com/894839290582361/posts/4474912542575000,"THE Government may have deceived the People’s Republic of China (PRC) on its latest request for extra funding, according to documents released by the Opposition Leader’s Office yesterday. These documents include a Minute signed by Prime Minister Manasseh Sogavare last Wednesday (25th August 2021). Titled, Additional PRC Funded National Development Fund (NDF) For Constituency Projects in Respect of 2022 Fiscal Year, the Minute said that PRC CDF assistance in respect of the 2020 fiscal year be paid out as additional NDF to support Constituencies COVID-19 economic recovery efforts. The funds are held in an ESCROW Account jointly operated by the Government and the Chinese Embassy in Honiara. Read more...https://bit.ly/3gFKh7m:=:https://www.solomonstarnews.com/200k-to-39-dcga-mps/",https://bit.ly/3gFKh7m,https://www.solomonstarnews.com/200k-to-39-dcga-mps/,,$200K TO 39 DCGA MPs’ - Solomon Star News,"Is the PRC deceived on development funding?   THE Government may have deceived the People’s Republic of China (PRC) on its latest request for extra funding, according to documents released by the Opposition Leader’s Office yesterday. These documents include a Minute signed by Prime Minister Man...",,,,277,-1.09
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,174134,191038,2020-04-28 02:03:36 EDT,43949,0.085833333,Link,276,199,9,29,4,22,11,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/527987560656455/posts/2721124861342703,"The morning after Ian Lahiffe returned to Beijing, he found a surveillance camera being mounted on the wall outside his apartment door. Its lens was pointing right at him. #WorldNews #China",https://www.fbcnews.com.fj/business/china-is-installing-surveillance-cameras/,,,China is installing surveillance cameras,"Business China is installing surveillance cameras CNN April 28, 2020 6:02 pm A surveillance camera was installed outside Ian Lahiffe's front door the morning after he returned to Beijing. [Source: CNN] The morning after Ian Lahiffe returned to Beijing, he found a surveillance camera being mounted on...",,,,276,1.6
Solomon Star News,solomonstarnews,1.0005E+14,MEDIA_NEWS_COMPANY,AU,"Welcome to the Solomon Islands official news portal where we publish news, events and stories for ou",42137.275,40304,43251,2022-02-27 23:25:22 EST,44619,0.975949074,Link,276,216,9,16,24,6,0,1,0,4,,-,0,0,0,N/A,https://www.facebook.com/894839290582361/posts/5095722577160657,"A FISHING boat with a Chinese captain from the Taiwan, ROC and mariners have rescued nine people on a small craft which has been drifting in the open sea after a ferry capsized twenty (20) days ago. A Solomon Islands rescue picked up the nine people around 3:30 am on Sunday morning and was returning to Honiara, Sunday. The initial sighting of the life raft was made on Friday 25th February near Solomon Islands waters at the location East 157°44′ South 11°48′. The passengers – six male and three female – are from Misima Island in Milne Bay Province on the southern tip of the Papua New Guinea mainland. “They are safe now. They have traveled on a PNG ferry boat which capsized earlier on. The 9 people are believed from Misima of PNG, a Chinese Embassy official told Solomon Star on the weekend. Read more...",https://www.solomonstarnews.com/9-png-nationals-rescued/,,,9 PNG NATIONALS RESCUED,A FISHING boat with a Chinese captain from the Taiwan Province of China and mariners have rescued nine people on a small craft which has been drifting in the open sea after a ferry capsized twenty (20) days ago. A Solomon Islands rescue picked up the nine people around 3:30 am on Sunday morning and....,,,,276,1.01
Fiji Sun,fijisun,7.76984E+14,MEDIA_NEWS_COMPANY,FJ,"Bringing you the best and latest in Fiji's current affairs, sports, events, analysis and business news!! 

",41897.92014,191430,195737,2019-10-04 01:00:01 EDT,43742,0.041678241,Link,276,87,88,50,1,26,14,5,5,0,,-,0,0,0,N/A,https://www.facebook.com/776984482353833/posts/2606117052773891,"“The agreement on the building of the two new jetties has been made and the books have been signed. We are only awaiting the Chinese engineers and workers who will come and carry out these works,” Mr Qian said.",https://fijisun.com.fj/2019/10/04/china-invests-more-than-30m-in-two-new-jetties-in-fiji/,,,China Invests More Than $30m in Two New Jetties In Fiji,"“The agreement on the building of the two new jetties has been made and the books have been signed. We are only awaiting the Chinese engineers and workers who will come and carry out these works,” Mr Qian said. ...",,,,276,-1.69
Post Courier,South.Pacific.Post,1.00064E+14,MEDIA_NEWS_COMPANY,PG,"Editor Matthew Vari Ph: +675 309 1054 E: mvari@spp.com.pg
Troy Taule  Digital Editor Ph: +675 3091116",41303.07083,66945,83864,2022-02-07 03:00:02 EST,44599,0.125023148,Link,276,180,24,21,6,4,37,1,1,2,,-,0,0,0,N/A,https://www.facebook.com/195574833918434/posts/2298830663592830,"Mr Kua committed to help with their entry into PNG’s petroleum industry in a more broad intent and urged them to partner with PNG’s National Oil Company, Kumul Petroleum Holdings Ltd.",https://postcourier.com.pg/kua-discusses-lng-market-opportunities-with-china/,,,Kua discusses LNG market opportunities with China,Petroleum Minister Kerenga Kua has participated in a virtual meeting with the Senior Vice President of Chinese Petroleum giant SINOPEC in Beijing.,,,,276,1.61
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,25251,26609,2021-12-15 22:25:47 EST,44545,0.934571759,Link,275,206,39,15,6,2,6,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2935819340081905,"THE U.S. ambassador to the Solomon Islands Erin McKee has warned Pacific Islands against “aid that benefits one person, one party and one bank account” – remarks that come after the Solomons were beset with riots last month blamed in part on discontent with China.",https://theislandsun.com.sb/?p=38431,https://theislandsun.com.sb/us-envoy-warns-of-aid-that-benefits-one-person-party/,,"US envoy warns of aid that benefits one person, party","THE U.S. ambassador to the Solomon Islands Erin McKee has warned Pacific Islands against ""aid that benefits one person, one party and one bank account"" – remarks that come after the Solomons were…",,,,275,1.46
The Island Sun News,theIslandSunNews,1.00064E+14,MEDIA_NEWS_COMPANY,SB,Island Sun is the leading daily newspaper in the Solomon Islands. This is our official Facebook page.,43117.00903,18138,18944,2020-07-15 03:11:59 EDT,44027,0.133321759,Photo,275,235,3,2,27,0,4,0,1,3,,-,0,0,0,N/A,https://www.facebook.com/1887971264866723/posts/2545493525781157,"PM launches Iumi Tugeda Campaign PRIME Minister Manasseh Sogavare today has launched the ‘Iumi Tugeda Campaign’ at the National Museum Auditorium. He said the COVID-19 global pandemic that began in Wuhan, China some 7 months ago has been an awakening call for the country. He said Solomon Islands is undeniably blessed to be amongst the very few countries in the world that is still COVID-19 free. “And for that we are forever grateful to our Father in Heaven,” he said. Prime Minister Sogavare said our status as a COVID-19 free country is also a testament of our unity as one people, one nation, one Solomon Islands. “This global pandemic has truly tested our resolve but we have stood our ground, and we will continue to move forward together as a country. This pandemic has indeed changed the global, political, social and economic landscape and we as a country have not escaped this change,” he said. The Prime Minister said our conventional way of doing things is no longer effective. He said the pandemic has taught us that we really need to explore ways of doing things differently. “Doing things the normal way is no longer normal. These are challenging times but with these challenges comes opportunity,” he said. The launching yesterday was also graced with a unity song sang by our local artists and musicians. Prime Minister Sogavare also acknowledged the musicians that have worked tirelessly in putting the song together. “Music is the universal language of the soul and it speaks to everyone from the mountains of Malaita to the shores of Western Province. From the beaches of Temotu to the jungles of Guadalcanal. It is common in all our cultures throughout all our provinces and it inspires and motivates,” he said. The event was also attended by government ministers, senior government officials, diplomatic reps, private sector reps, civil society reps, Church leaders and members of the public. --OPMC 1. PM Sogavare with the local artists, musicians and producers of the unity song. 2. PM acknowledges local artist Ronnie Riti commonly known as Paeva. 3. PM Sogavare and Tourism Minister Hon Parapolo visiting the Solomon Airlines booth.",https://www.facebook.com/theIslandSunNews/photos/a.1945000505830465/2545493279114515/?type=3,,,Photos from The Island Sun News's post,,,,,275,1.68
FBC News,fijibroadcastingcorporation.news,1.0007E+14,BROADCASTING_MEDIA_PRODUCTION,FJ,Official FB page for Fiji's leading news broadcaster under the Fiji Broadcasting Corporation.'LIVE' ,41801.11042,295523,341979,2023-02-01 00:21:35 EST,44958,0.014988426,Link,275,200,0,19,5,8,40,2,0,1,,-,0,0,0,N/A,https://www.facebook.com/100070340624461/posts/246158951072124,More than hundreds of workers of China Railway 5th group at the Nokonoko Depot went on strike today. #FBCNews #FijiNews #Fiji #FJunited,https://www.fbcnews.com.fj/news/roads/we-have-to-work-within-budget-fra/,,,We have to work within budget: FRA,These workers are part of the Central Maintenance Project under the China Railway Group who are contractors to Fiji Roads Authority.,,,,275,1.59
EMTV Online,EMTVonline,8.74725E+14,MEDIA_NEWS_COMPANY,PG,"Tweet us: https://twitter.com/EMTVOnline
Insta https://instagram.com/emtvonline/
",41927.95139,163692,229180,2021-06-13 05:08:17 EDT,44360,0.214085648,Photo,275,199,21,9,37,4,1,0,2,2,,-,0,0,0,N/A,https://www.facebook.com/874724655878768/posts/5890360257648491,,https://www.facebook.com/emtvsports/photos/a.476801685810504/1890667661090559/?type=3,,,EMTV Sports,"#SportsNews: The construction of the Kavieng Multi sporting stadium is progressing well. 

It will have a seating capacity of four thousand people.

It's envisioned that the stadium will play host to both local and National Sporting events once complete.

The Stadium is being constructed by the China Railway construction Group at a cost of K9 million.

The new stadium is 70 percent complete and will be officially opened on the 16th of September this year during the country's  46th Independence Anniversary.

#stadium #kavieng #nip",,,,275,-1.33
Solomon Star News,solomonstarnews,1.0005E+14,MEDIA_NEWS_COMPANY,AU,"Welcome to the Solomon Islands official news portal where we publish news, events and stories for ou",42137.275,16633,17016,2019-09-02 06:54:57 EDT,43710,0.288159722,Link,273,69,95,24,3,28,43,3,8,0,,-,0,0,0,N/A,https://www.facebook.com/894839290582361/posts/2520950611304546,The Western Provincial Government (WPG) has officially declared its strong stance for the country to formally switch ties from Taiwan to mainland China. Read more...http://bit.ly/West4China:=:http://www.solomonstarnews.com/index.php/news/national/item/21829-west-backs-china-move,https://bit.ly/West4China,http://www.solomonstarnews.com/index.php/news/national/item/21829-west-backs-china-move,,WEST BACKS CHINA MOVE - Solomon Star News,Solomon Star National News,,,,273,-1.1
The Fiji Times,thefijitimes,1.00065E+14,TOPIC_NEWSPAPER,FJ,"The Fiji Times newspaper company based in Suva, Fiji.
""YOUR VOICE Since 1869""",39461.20764,151634,156657,2018-11-19 23:39:59 EST,43423,0.986099537,Link,273,120,14,74,1,50,12,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/7130088677/posts/10157034152443678,"#PNG parliament is reportedly in lockdown after a group of soldiers and police officers attacked the building, smashing vehicles and entryways. The officers are believed to have attacked the parliament in protest against unpaid allowances from #APEC meet. #RegionalNews #ReutersNews",https://www.fijitimes.com/security-forces-storm-png-parliament-over-unpaid-wages-after-apec-summit/,,,Security forces storm PNG parliament over unpaid wages after APEC summit,"A local sits at a bus stop displaying a China Aid emblem and an Asia Pacific Economic Cooperation (APEC) banner in central Port Moresby, the capital city of the poorest nation in the 21-member APEC group, in Papua New Guinea, November 15, 2018. REUTERS/David Gray",,,,273,3.41
